CustomerKey,GeographyKey,CustomerAlternateKey,Salutation,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase
11023,298,AW00011023,,Seth,M,Edwards,FALSE,10/11/1978 0:00,M,,M,seth46@adventure-works.com,40000,0,0,,,1,1,4499 Valley Crest,,452-555-0188,8/21/2003 0:00
11024,311,AW00011024,,Russell,,Xie,FALSE,9/17/1978 0:00,M,,M,russell7@adventure-works.com,60000,0,0,,,1,2,8734 Oxford Place,,746-555-0186,12/29/2003 0:00
11025,24,AW00011025,,Alejandro,,Beck,FALSE,12/23/1945 0:00,M,,M,alejandro45@adventure-works.com,10000,2,1,,,1,2,2596 Franklin Canyon Road,,1 (11) 500 555-0178,7/9/2001 0:00
11026,4,AW00011026,,Harold,,Sai,FALSE,4/3/1946 0:00,S,,M,harold3@adventure-works.com,30000,2,0,,,0,2,8211 Leeds Ct.,,1 (11) 500 555-0131,7/26/2001 0:00
11027,40,AW00011027,,Jessie,R,Zhao,FALSE,12/7/1946 0:00,M,,M,jessie16@adventure-works.com,30000,2,0,,,1,2,213 Valencia Place,,1 (11) 500 555-0184,7/19/2001 0:00
11028,17,AW00011028,,Jill,,Jimenez,FALSE,4/11/1946 0:00,M,,F,jill13@adventure-works.com,30000,2,0,,,1,2,9111 Rose Ann Ave,,1 (11) 500 555-0116,7/29/2001 0:00
11029,32,AW00011029,,Jimmy,L,Moreno,FALSE,12/21/1946 0:00,M,,M,jimmy9@adventure-works.com,30000,2,0,,,1,2,6385 Mark Twain,,1 (11) 500 555-0146,7/22/2001 0:00
11030,28,AW00011030,,Bethany,G,Yuan,FALSE,2/22/1947 0:00,M,,F,bethany10@adventure-works.com,10000,2,1,,,1,2,636 Vine Hill Way,,1 (11) 500 555-0182,8/8/2001 0:00
11031,8,AW00011031,,Theresa,G,Ramos,FALSE,8/22/1947 0:00,M,,F,theresa13@adventure-works.com,20000,4,0,,,1,2,6465 Detroit Ave.,,1 (11) 500 555-0195,8/4/2001 0:00
11032,35,AW00011032,,Denise,,Stone,FALSE,6/11/1947 0:00,M,,F,denise10@adventure-works.com,20000,4,0,,,1,2,626 Bentley Street,,1 (11) 500 555-0169,8/21/2001 0:00
11033,9,AW00011033,,Jaime,,Nath,FALSE,9/23/1947 0:00,M,,M,jaime41@adventure-works.com,20000,4,0,,,1,2,5927 Rainbow Dr,,1 (11) 500 555-0137,8/18/2001 0:00
11034,12,AW00011034,,Ebony,,Gonzalez,FALSE,6/19/1947 0:00,M,,F,ebony19@adventure-works.com,20000,4,0,,,1,2,5167 Condor Place,,1 (11) 500 555-0136,8/4/2001 0:00
11035,33,AW00011035,,Wendy,,Dominguez,FALSE,2/24/1948 0:00,M,,F,wendy12@adventure-works.com,10000,2,1,,,1,2,1873 Mt. Whitney Dr,,1 (11) 500 555-0177,8/9/2001 0:00
11036,343,AW00011036,,Jennifer,C,Russell,FALSE,12/18/1978 0:00,M,,F,jennifer93@adventure-works.com,60000,0,0,,,1,2,3981 Augustine Drive,,115-555-0183,7/26/2003 0:00
11037,49,AW00011037,,Chloe,M,Garcia,FALSE,11/27/1977 0:00,S,,F,chloe27@adventure-works.com,40000,0,0,,,0,2,8915 Woodside Way,,229-555-0112,7/24/2003 0:00
11038,6,AW00011038,,Diana,F,Hernandez,FALSE,3/23/1948 0:00,M,,F,diana2@adventure-works.com,10000,2,1,,,1,2,8357 Sandy Cove Lane,,1 (11) 500 555-0114,8/10/2001 0:00
11039,19,AW00011039,,Marc,J,Martin,FALSE,12/17/1948 0:00,M,,M,marc3@adventure-works.com,30000,3,0,,,1,2,9353 Creekside Dr.,,1 (11) 500 555-0183,8/10/2001 0:00
11040,642,AW00011040,,Jesse,,Murphy,FALSE,8/1/1977 0:00,M,,M,jesse15@adventure-works.com,30000,0,0,,,1,2,3350 Kingswood Circle,,961-555-0176,10/5/2003 0:00
11041,325,AW00011041,,Amanda,M,Carter,FALSE,10/16/1977 0:00,M,,F,amanda53@adventure-works.com,60000,0,0,,,1,2,5826 Escobar,,295-555-0145,7/18/2003 0:00
11042,338,AW00011042,,Megan,J,Sanchez,FALSE,6/13/1977 0:00,M,,F,megan28@adventure-works.com,70000,0,0,,,1,2,1397 Paraiso Ct.,,404-555-0199,7/25/2003 0:00
11043,325,AW00011043,,Nathan,M,Simmons,FALSE,2/24/1976 0:00,M,,M,nathan11@adventure-works.com,60000,0,0,,,1,2,1170 Shaw Rd,,296-555-0181,11/9/2003 0:00
11044,25,AW00011044,,Adam,L,Flores,FALSE,5/24/1949 0:00,M,,M,adam10@adventure-works.com,20000,2,1,,,1,2,6935 Candle Dr,,1 (11) 500 555-0163,8/31/2001 0:00
11045,8,AW00011045,,Leonard,G,Nara,FALSE,5/19/1950 0:00,S,,M,leonard18@adventure-works.com,30000,3,0,,,0,2,7466 La Vista Ave.,,1 (11) 500 555-0151,10/12/2003 0:00
11046,6,AW00011046,,Christine,,Yuan,FALSE,3/22/1950 0:00,M,,F,christine4@adventure-works.com,30000,3,0,,,1,2,2356 Orange St,,1 (11) 500 555-0113,8/9/2001 0:00
11047,34,AW00011047,,Jaclyn,D,Lu,FALSE,2/27/1950 0:00,M,,F,jaclyn12@adventure-works.com,30000,3,0,,,0,2,2812 Mazatlan,,1 (11) 500 555-0137,8/6/2001 0:00
11048,39,AW00011048,,Jeremy,,Powell,FALSE,11/22/1950 0:00,M,,M,jeremy26@adventure-works.com,30000,3,0,,,1,2,1803 Potomac Dr.,,1 (11) 500 555-0183,8/13/2001 0:00
11049,307,AW00011049,,Carol,C,Rai,FALSE,7/18/1980 0:00,S,,F,carol8@adventure-works.com,40000,0,0,,,1,2,6064 Madrid,,654-555-0180,9/10/2003 0:00
11050,31,AW00011050,,Alan,,Zheng,FALSE,9/7/1951 0:00,M,,M,alan23@adventure-works.com,30000,3,0,,,1,2,2741 Gainborough Dr.,,1 (11) 500 555-0135,8/23/2001 0:00
11051,21,AW00011051,,Daniel,,Johnson,FALSE,8/4/1951 0:00,S,,M,daniel18@adventure-works.com,30000,3,0,,,0,2,8085 Sunnyvale Avenue,,1 (11) 500 555-0155,7/1/2004 0:00
11052,8,AW00011052,,Heidi,,Lopez,FALSE,8/7/1951 0:00,S,,F,heidi19@adventure-works.com,40000,2,0,,,0,2,2514 Via Cordona,,1 (11) 500 555-0168,8/20/2001 0:00
11053,359,AW00011053,,Ana,E,Price,FALSE,8/20/1980 0:00,M,,F,ana0@adventure-works.com,60000,0,0,,,0,2,1660 Stonyhill Circle,,859-555-0113,7/21/2003 0:00
11054,34,AW00011054,,Deanna,,Munoz,FALSE,3/10/1952 0:00,M,,F,deanna33@adventure-works.com,40000,2,0,,,1,2,5825 B Way,,1 (11) 500 555-0192,8/6/2001 0:00
11055,22,AW00011055,,Gilbert,,Raje,FALSE,3/5/1952 0:00,M,,M,gilbert35@adventure-works.com,40000,2,0,,,1,2,8811 The Trees Dr.,,1 (11) 500 555-0129,8/3/2001 0:00
11056,10,AW00011056,,Michele,L,Nath,FALSE,4/3/1953 0:00,M,,F,michele19@adventure-works.com,40000,3,0,,,1,2,5464 Janin Pl.,,1 (11) 500 555-0178,8/29/2001 0:00
11057,5,AW00011057,,Carl,J,Andersen,FALSE,10/12/1953 0:00,M,,M,carl12@adventure-works.com,70000,2,0,,,1,2,6930 Lake Nadine Place,,1 (11) 500 555-0181,8/25/2001 0:00
11058,29,AW00011058,,Marc,,Diaz,FALSE,4/27/1954 0:00,M,,M,marc6@adventure-works.com,80000,2,0,,,1,2,6645 Sinaloa,,1 (11) 500 555-0149,9/9/2001 0:00
11059,27,AW00011059,,Ashlee,J,Andersen,FALSE,4/1/1954 0:00,S,,F,ashlee19@adventure-works.com,80000,2,0,,,1,2,8255 Highland Road,,1 (11) 500 555-0112,8/22/2003 0:00
11060,40,AW00011060,,Jon,L,Zhou,FALSE,3/17/1954 0:00,M,,M,jon28@adventure-works.com,80000,2,0,,,1,2,6574 Hemlock Ave.,,1 (11) 500 555-0174,9/19/2001 0:00
11061,23,AW00011061,,Todd,M,Gao,FALSE,2/27/1954 0:00,M,,M,todd14@adventure-works.com,80000,2,0,,,1,2,8808 Geneva Ave,,1 (11) 500 555-0191,9/13/2001 0:00
11062,547,AW00011062,,Noah,D,Powell,FALSE,9/2/1975 0:00,M,,M,noah5@adventure-works.com,40000,0,0,,,1,2,9794 Marion Ct,,767-555-0113,7/11/2003 0:00
11063,634,AW00011063,,Angela,,Murphy,FALSE,4/7/1975 0:00,S,,F,angela41@adventure-works.com,40000,0,0,,,1,2,4927 Virgil Street,# 21,451-555-0162,7/16/2003 0:00
11064,315,AW00011064,,Chase,,Reed,FALSE,12/7/1975 0:00,M,,M,chase21@adventure-works.com,40000,0,0,,,1,2,2721 Alexander Pl.,,892-555-0184,7/29/2003 0:00
11065,331,AW00011065,,Jessica,,Henderson,FALSE,10/9/1973 0:00,M,,F,jessica29@adventure-works.com,60000,0,0,,,0,2,9343 Ironwood Way,,278-555-0186,8/14/2003 0:00
11066,543,AW00011066,,Grace,T,Butler,FALSE,11/27/1973 0:00,M,,F,grace62@adventure-works.com,70000,0,0,,,1,2,4739 Garden Ave.,,712-555-0141,12/2/2003 0:00
11067,632,AW00011067,,Caleb,F,Carter,FALSE,9/25/1976 0:00,S,,M,caleb40@adventure-works.com,60000,0,0,,,1,2,9563 Pennsylvania Blvd.,,944-555-0167,2/19/2004 0:00
11068,40,AW00011068,,Tiffany,,Liang,FALSE,9/23/1955 0:00,S,,F,tiffany17@adventure-works.com,80000,2,0,,,1,2,3608 Sinclair Avenue,# 701,1 (11) 500 555-0177,11/1/2003 0:00
11069,23,AW00011069,,Carolyn,,Navarro,FALSE,9/21/1955 0:00,S,,F,carolyn30@adventure-works.com,80000,2,0,,,0,2,4606 Springwood Court,,1 (11) 500 555-0145,10/18/2001 0:00
11070,39,AW00011070,,Willie,T,Raji,FALSE,4/5/1955 0:00,M,,M,willie40@adventure-works.com,80000,2,0,,,1,2,6260 Vernal Drive,,1 (11) 500 555-0151,10/29/2001 0:00
11071,24,AW00011071,,Linda,,Serrano,FALSE,6/26/1955 0:00,S,,F,linda31@adventure-works.com,80000,2,0,,,1,2,9808 Shaw Rd.,,1 (11) 500 555-0130,9/2/2003 0:00
11072,17,AW00011072,,Casey,,Luo,FALSE,2/6/1955 0:00,S,,F,casey6@adventure-works.com,80000,2,0,,,0,2,9513 Roslyn Drive,,1 (11) 500 555-0125,10/1/2001 0:00
11073,16,AW00011073,,Amy,,Ye,FALSE,8/14/1956 0:00,S,,F,amy16@adventure-works.com,70000,2,0,,,1,2,2262 Kirkwood Ct.,,1 (11) 500 555-0185,9/24/2003 0:00
11074,28,AW00011074,,Levi,A,Arun,FALSE,8/28/1956 0:00,S,,M,levi6@adventure-works.com,70000,2,0,,,1,2,4661 Bluetail,,1 (11) 500 555-0127,9/24/2003 0:00
11075,32,AW00011075,,Felicia,L,Jimenez,FALSE,11/16/1957 0:00,S,,F,felicia4@adventure-works.com,80000,2,0,,,1,2,786 Eastgate Ave,,1 (11) 500 555-0165,10/29/2001 0:00
11076,19,AW00011076,,Blake,,Anderson,FALSE,7/13/1957 0:00,S,,M,blake9@adventure-works.com,80000,2,0,,,1,2,5436 Clear,# 101,1 (11) 500 555-0113,10/22/2001 0:00
11077,36,AW00011077,,Leah,,Ye,FALSE,9/19/1957 0:00,S,,F,leah7@adventure-works.com,80000,2,0,,,0,2,1291 Arguello Blvd.,,1 (11) 500 555-0154,10/16/2001 0:00
11078,49,AW00011078,,Gina,E,Martin,FALSE,1/10/1974 0:00,S,,F,gina1@adventure-works.com,40000,0,0,,,0,2,1349 Sol St.,,196-555-0114,8/19/2003 0:00
11079,34,AW00011079,,Donald,,Gonzalez,FALSE,3/11/1959 0:00,S,,M,donald20@adventure-works.com,160000,0,0,,,1,2,4236 Malibu Place,,1 (11) 500 555-0137,9/16/2003 0:00
11080,30,AW00011080,,Damien,,Chander,FALSE,7/17/1959 0:00,M,,M,damien32@adventure-works.com,170000,0,0,,,1,2,9941 Stonehedge Dr.,,1 (11) 500 555-0111,10/11/2001 0:00
11081,311,AW00011081,,Savannah,C,Baker,FALSE,7/24/1966 0:00,M,,F,savannah39@adventure-works.com,120000,2,2,,,1,3,1210 Trafalgar Circle,,478-555-0117,8/16/2003 0:00
11082,322,AW00011082,,Angela,L,Butler,FALSE,8/4/1966 0:00,S,,F,angela17@adventure-works.com,130000,0,1,,,0,3,6040 Listing Ct,,579-555-0195,7/26/2003 0:00
11083,336,AW00011083,,Alyssa,F,Cox,FALSE,3/15/1966 0:00,M,,F,alyssa37@adventure-works.com,130000,0,1,,,1,3,867 La Orinda Place,,561-555-0140,7/10/2003 0:00
11084,543,AW00011084,,Lucas,,Phillips,FALSE,9/12/1957 0:00,S,,M,lucas7@adventure-works.com,80000,2,0,,,0,2,8668 St. Celestine Court,,863-555-0172,7/8/2003 0:00
11085,345,AW00011085,,Emily,,Johnson,FALSE,7/19/1957 0:00,S,,F,emily1@adventure-works.com,60000,2,0,,,0,2,7926 Stephanie Way,,850-555-0184,6/8/2004 0:00
11086,369,AW00011086,,Ryan,,Brown,FALSE,12/23/1957 0:00,M,,M,ryan43@adventure-works.com,70000,2,1,,,1,0,2939 Wesley Ct.,,539-555-0198,1/3/2004 0:00
11087,307,AW00011087,,Tamara,L,Liang,FALSE,10/3/1957 0:00,M,,F,tamara6@adventure-works.com,70000,3,2,,,0,0,3791 Rossmor Parkway,,178-555-0152,8/29/2003 0:00
11088,359,AW00011088,,Hunter,,Davis,FALSE,11/25/1957 0:00,M,,M,hunter64@adventure-works.com,80000,2,1,,,1,0,4308 Sand Pointe Lane,,612-555-0141,7/17/2003 0:00
11089,337,AW00011089,,Abigail,M,Price,FALSE,2/5/1957 0:00,S,,F,abigail25@adventure-works.com,80000,2,1,,,1,1,2685 Blackburn Ct,,532-555-0117,7/2/2003 0:00
11090,338,AW00011090,,Trevor,,Bryant,FALSE,12/17/1957 0:00,S,,M,trevor18@adventure-works.com,90000,2,0,,,1,1,5781 Sharon Dr.,,853-555-0174,2/7/2002 0:00
11091,50,AW00011091,,Dalton,,Perez,FALSE,4/4/1957 0:00,M,,M,dalton37@adventure-works.com,90000,2,0,,,1,1,6083 San Jose,,559-555-0115,8/2/2003 0:00
11092,22,AW00011092,,Cheryl,A,Diaz,FALSE,5/6/1967 0:00,M,,F,cheryl4@adventure-works.com,90000,2,2,,,1,0,7297 Kaywood Drive,,1 (11) 500 555-0192,10/9/2001 0:00
11093,19,AW00011093,,Aimee,A,He,FALSE,9/10/1967 0:00,M,,F,aimee13@adventure-works.com,100000,0,0,,,1,0,1833 Olympic Drive,,1 (11) 500 555-0161,10/8/2001 0:00
11094,33,AW00011094,,Cedric,W,Ma,FALSE,4/1/1962 0:00,S,,M,cedric15@adventure-works.com,70000,1,0,,,0,1,3407 Oak Brook Place,,1 (11) 500 555-0115,10/9/2003 0:00
11095,13,AW00011095,,Chad,,Kumar,FALSE,9/1/1962 0:00,S,,M,chad9@adventure-works.com,70000,1,0,,,1,1,1681 Lighthouse Way,,1 (11) 500 555-0151,10/2/2001 0:00
11096,12,AW00011096,,Andrés,,Anand,FALSE,8/10/1962 0:00,M,,M,andrés18@adventure-works.com,60000,1,0,,,1,1,5423 Los Gatos Ct.,,1 (11) 500 555-0184,10/12/2001 0:00
11097,40,AW00011097,,Edwin,R,Nara,FALSE,10/27/1961 0:00,M,,M,edwin39@adventure-works.com,60000,1,0,,,1,1,719 William Way,,1 (11) 500 555-0112,10/5/2001 0:00
11098,14,AW00011098,,Mallory,S,Rubio,FALSE,5/1/1961 0:00,S,,F,mallory7@adventure-works.com,60000,1,0,,,0,1,6452 Harris Circle,,1 (11) 500 555-0157,8/15/2003 0:00
11099,13,AW00011099,,Adam,,Ross,FALSE,3/8/1961 0:00,M,,M,adam2@adventure-works.com,60000,1,0,,,1,1,4378 Westminster Place,,1 (11) 500 555-0186,10/8/2001 0:00
11100,28,AW00011100,,Latasha,L,Navarro,FALSE,9/15/1960 0:00,S,,F,latasha10@adventure-works.com,60000,1,0,,,1,1,6954 Ranch Road,,1 (11) 500 555-0123,10/17/2001 0:00
11101,33,AW00011101,,Abby,L,Sai,FALSE,5/8/1965 0:00,S,,F,abby4@adventure-works.com,70000,0,0,,,0,1,7074 N. Spoonwood Court,,1 (11) 500 555-0174,10/30/2001 0:00
11102,18,AW00011102,,Julia,L,Nelson,FALSE,4/21/1965 0:00,S,,F,julia7@adventure-works.com,80000,5,5,,,1,4,2196 Coat Ct.,,1 (11) 500 555-0124,1/17/2004 0:00
11103,3,AW00011103,,Cassie,,Chande,FALSE,10/17/1964 0:00,S,,F,cassie13@adventure-works.com,70000,0,0,,,1,1,9448 San Marino Ct.,,1 (11) 500 555-0166,10/16/2001 0:00
11104,23,AW00011104,,Edgar,A,Sara,FALSE,3/11/1964 0:00,M,,M,edgar11@adventure-works.com,70000,0,0,,,0,1,6127 Lilly Lane,,1 (11) 500 555-0125,11/4/2001 0:00
11105,8,AW00011105,,Candace,,Fernandez,FALSE,12/28/1964 0:00,S,,F,candace15@adventure-works.com,70000,0,0,,,0,1,5029 Blue Ridge,,1 (11) 500 555-0162,11/14/2001 0:00
11106,40,AW00011106,,Jessie,,Liu,FALSE,9/11/1964 0:00,S,,M,jessie9@adventure-works.com,70000,0,0,,,0,1,3063 Blue Jay Drive,,1 (11) 500 555-0163,11/18/2001 0:00
11107,17,AW00011107,,Bianca,,Lin,FALSE,9/9/1959 0:00,M,,F,bianca7@adventure-works.com,90000,1,0,,,1,1,7530 Eola,,1 (11) 500 555-0121,11/1/2001 0:00
11108,13,AW00011108,,Kari,C,Alvarez,FALSE,7/14/1963 0:00,S,,F,kari25@adventure-works.com,70000,0,0,,,0,2,9178 Thornhill Place,,1 (11) 500 555-0169,11/3/2001 0:00
11109,38,AW00011109,,Ruben,D,Kapoor,FALSE,11/5/1963 0:00,S,,M,ruben1@adventure-works.com,70000,0,0,,,0,2,1984 Glendale Circle,,1 (11) 500 555-0132,11/10/2001 0:00
11110,3,AW00011110,,Curtis,,Yang,FALSE,6/6/1962 0:00,M,,M,curtis5@adventure-works.com,60000,1,0,,,1,1,4052 Mt. Wilson Way,,1 (11) 500 555-0127,11/1/2001 0:00
11111,34,AW00011111,,Meredith,T,Gutierrez,FALSE,2/23/1962 0:00,M,,F,meredith34@adventure-works.com,60000,1,0,,,1,1,7610 Northridge Ct.,,1 (11) 500 555-0179,11/20/2001 0:00
11112,25,AW00011112,,Crystal,C,Wang,FALSE,9/9/1962 0:00,M,,F,crystal3@adventure-works.com,60000,1,0,,,1,1,2773 Kirkwood Dr,,1 (11) 500 555-0134,11/25/2001 0:00
11113,30,AW00011113,,Micheal,A,Blanco,FALSE,2/21/1962 0:00,M,,M,micheal11@adventure-works.com,70000,5,4,,,1,2,596 Marfargoa Drive,,1 (11) 500 555-0131,8/5/2003 0:00
11114,14,AW00011114,,Leslie,C,Moreno,FALSE,5/28/1962 0:00,S,,F,leslie7@adventure-works.com,70000,5,4,,,1,2,7941 Cristobal,,1 (11) 500 555-0115,9/19/2003 0:00
11115,17,AW00011115,,Alvin,D,Cai,FALSE,2/12/1962 0:00,M,,M,alvin20@adventure-works.com,70000,5,4,,,1,2,7759 Azalea Avenue,,1 (11) 500 555-0191,8/14/2003 0:00
11116,18,AW00011116,,Clinton,E,Carlson,FALSE,10/7/1962 0:00,M,,M,clinton14@adventure-works.com,70000,5,4,,,1,2,7943 Cunha Ct.,,1 (11) 500 555-0184,9/16/2003 0:00
11117,8,AW00011117,,April,,Deng,FALSE,2/21/1961 0:00,M,,F,april1@adventure-works.com,70000,5,4,,,1,3,485 Ash Lane,,1 (11) 500 555-0182,11/6/2001 0:00
11118,6,AW00011118,,Alvin,M,Zeng,FALSE,7/3/1957 0:00,S,,M,alvin21@adventure-works.com,80000,1,0,,,0,1,3853 Wildcat Circle,Unit 13c12,1 (11) 500 555-0174,1/11/2004 0:00
11119,13,AW00011119,,Evan,V,James,FALSE,4/10/1935 0:00,S,,M,evan8@adventure-works.com,30000,2,0,,,0,2,4157 Sierra Ridge,,1 (11) 500 555-0187,8/7/2003 0:00
11120,18,AW00011120,,Beth,H,Jiménez,FALSE,8/9/1936 0:00,S,,F,beth8@adventure-works.com,40000,2,0,,,1,1,7401 Las Palmas,,1 (11) 500 555-0164,11/14/2001 0:00
11121,10,AW00011121,,Orlando,,Suarez,FALSE,11/18/1960 0:00,M,,M,orlando19@adventure-works.com,70000,5,4,,,1,3,7743 Hames Dr,,1 (11) 500 555-0198,12/26/2003 0:00
11122,12,AW00011122,,Byron,,Vazquez,FALSE,4/2/1960 0:00,M,,M,byron9@adventure-works.com,70000,5,4,,,1,3,3187 Hackamore Lane,,1 (11) 500 555-0136,8/25/2003 0:00
11123,39,AW00011123,,Philip,A,Alvarez,FALSE,6/20/1960 0:00,M,,M,philip4@adventure-works.com,70000,5,4,,,1,3,2775 Mt. Olivet Pl.,,1 (11) 500 555-0191,10/19/2003 0:00
11124,40,AW00011124,,Ross,F,Jordan,FALSE,7/27/1957 0:00,S,,M,ross1@adventure-works.com,80000,1,0,,,1,1,6973 Dublin Court,,1 (11) 500 555-0126,11/5/2001 0:00
11125,37,AW00011125,,Dana,J,Navarro,FALSE,4/8/1956 0:00,S,,F,dana2@adventure-works.com,70000,1,0,,,1,1,8481 Zartop Street,,1 (11) 500 555-0172,8/4/2003 0:00
11126,11,AW00011126,,Shaun,,Carson,FALSE,4/7/1949 0:00,M,,M,shaun16@adventure-works.com,10000,2,1,,,0,2,57 Wolf Way,,1 (11) 500 555-0155,11/28/2001 0:00
11127,361,AW00011127,,Jan,,Edwards,FALSE,10/21/1975 0:00,M,,F,jan11@adventure-works.com,40000,0,0,,,1,1,9409 The Alameda,,111-555-0118,10/12/2003 0:00
11128,635,AW00011128,,Samantha,,Long,FALSE,12/5/1975 0:00,M,,F,samantha35@adventure-works.com,40000,0,0,,,1,1,1606 Alderwood Lane,,175-555-0139,12/21/2003 0:00
11129,638,AW00011129,,Julia,M,Wright,FALSE,8/5/1975 0:00,S,,F,julia17@adventure-works.com,40000,0,0,,,1,1,7397 Central Blvd.,,456-555-0174,2/6/2002 0:00
11130,543,AW00011130,,Caroline,L,Russell,FALSE,1/6/1980 0:00,M,,F,caroline21@adventure-works.com,30000,0,0,,,1,2,3884 Bates Court,,424-555-0137,6/11/2004 0:00
